productId,name,template_serial_number,dimensions,description,final_price,category
29,46019 PRINTY 3.0 C. NEGRO C. NEGRO 19mm,45206,,,230.02,"Texto , Printy , 46019 , 3"
29,4612 PRINTY 2.0 C. NEGRO C. NEGRO 12mm,91527,,,226.14,"Texto , Printy , 4612 , 2"
29,4630 PRINTY 3.0 C. AZUL C. NEGRO 30mm,80386,,,342.96,"Texto , Printy , 4630 , 3"
29,4630 PRINTY 3.0 C. GRIS C. NEGRO 30mm,80398,,,342.96,"Texto , Printy , 4630 , 3"
29,4630 PRINTY 3.0 C. NEGRO C. NEGRO 30mm,80394,,,342.96,"Texto , Printy , 4630 , 3"
29,4630 PRINTY 3.0 C. ROJO C. NEGRO 30mm,80393,,,342.96,"Texto , Printy , 4630 , 3"
29,4638 PRINTY 4.0 C. AZUL C. NEGRO 38mm,76849,,,430.29,"Texto , Printy , 4638 , 4"
29,4638 PRINTY 4.0 C. NEGRO C. NEGRO 38mm,76854,,,430.29,"Texto , Printy , 4638 , 4"
29,4638 PRINTY 4.0 C. ROJO C. NEGRO 38mm,76798,,,430.29,"Texto , Printy , 4638 , 4"
29,4912 PRINTY RECIBIDO 4.0 C.G C.N 47x18mm,56631,,,283.82,"Texto , Printy , 4912 , 4"
29,4912 PRINTY PAGADO 4.0 GRIS C.N 47x18mm,56630,,,449.16,"Texto , Printy , 4912 , 4"
29,4918 PRINTY 3.0 C. AZUL C. NEGRO 75x15mm,19898,,,571.8,"Texto , Printy , 4918 , 3"
29,4918 PRINTY 3.0 C. GRIS C. NEGRO 75x15mm,19899,,,571.8,"Texto , Printy , 4918 , 3"
29,4918 PRINTY 3.0 C.NEGRO C.NEGRO 75x15mm,45201,,,571.8,"Texto , Printy , 4918 , 3"
29,4918 PRINTY 3.0 C. ROJO C. NEGRO 75x15mm,19897,,,571.8,"Texto , Printy , 4918 , 3"
29,4925 PRINTY 3.0 C. AZUL C. NEGRO 82x25mm,9638,,,544.34,"Texto , Printy , 4925 , 3"
29,4925 PRINTY 3.0 C. GRIS C. NEGRO 82x25mm,9637,,,544.34,"Texto , Printy , 4925 , 3"
29,4925 PRINTY 3.0 C.NEGRO C.NEGRO 82x25mm,45223,,,544.34,"Texto , Printy , 4925 , 3"
29,4925 PRINTY 3.0 C. ROJO C. NEGRO 82x25mm,9636,,,544.34,"Texto , Printy , 4925 , 3"
29,4928 PRINTY 3.0 C. AZUL C. NEGRO 60x33mm,3642,,,557.95,"Texto , Printy , 4928 , 3"
29,4928 PRINTY 3.0 C. GRIS C. NEGRO 60x33mm,3643,,,557.95,"Texto , Printy , 4928 , 3"
29,4928 PRINTY 3.0 C.NEGRO C.NEGRO 60x33mm,45275,,,557.96,"Texto , Printy , 4928 , 3"
29,4928 PRINTY 3.0 C. ROJO C. NEGRO 60x33mm,3644,,,557.95,"Texto , Printy , 4928 , 3"
29,4929 PRINTY 3.0 C. AZUL C. NEGRO 50x30mm,3670,,,558.81,"Texto , Printy , 4929 , 3"
29,4929 PRINTY 3.0 C. GRIS C. NEGRO 50x30mm,3671,,,558.81,"Texto , Printy , 4929 , 3"
29,4929 PRINTY 3.0 C.NEGRO C.NEGRO 50x30mm,45270,,,558.81,"Texto , Printy , 4929 , 3"
29,4929 PRINTY 3.0 C. ROJO C. NEGRO 50x30mm,3669,,,558.81,"Texto , Printy , 4929 , 3"
29,4931 PRINTY 3.0 C. AZUL C. NEGRO 70x30mm,33305,,,562.47,"Texto , Printy , 4931 , 3"
29,4931 PRINTY 3.0 C. GRIS C. NEGRO 70x30mm,33306,,,562.49,"Texto , Printy , 4931 , 3"
29,4931 PRINTY 3.0 C.NEGRO C.NEGRO 70x30mm,45196,,,562.47,"Texto , Printy , 4931 , 3"
29,4931 PRINTY 3.0 C. ROJO C. NEGRO 70x30mm,33304,,,562.47,"Texto , Printy , 4931 , 3"
29,4933 PRINTY 2.0 C. AZUL C. NEGRO 25x25mm,65841,,,426.64,"Texto , Printy , 4933 , 2"
29,4933 PRINTY 2.0 C.NEGRO C.NEGRO 25x25mm,65635,,,426.64,"Texto , Printy , 4933 , 2"
29,4933 PRINTY 2.0 C. ROJO C. NEGRO 25x25mm,65836,,,426.64,"Texto , Printy , 4933 , 2"
29,4910 PRINTY 4.0 BLANCO/BLANCO C.N 26x9mm,57842,,,217.54,"Texto , Printy , 4910 , 4"
29,4911 PRINTY 4.0 C. AZUL C. NEGRO 38x14mm,44359,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 BLANCO/NEG C.NEG 38x14mm,44380,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 C. GRIS C. NEGRO 38x14mm,44356,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 C.NEGRO C.NEGRO 38x14mm,44075,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 C. ROJO C. NEGRO 38x14mm,44377,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 ROSA FUCSIA C.N 38x14mm,44383,,,232.32,"Texto , Printy , 4911 , 4"
29,4911 PRINTY 4.0 VERDE C. NEGRO 38x14mm,44396,,,232.32,"Texto , Printy , 4911 , 4"
29,4912 PRINTY 4.0 C. AZUL C. NEGRO 47x18mm,44368,,,283.85,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 BLANCO/NEGRO C.N 47x18mm,44374,,,271.5,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0  BLANCO/NEGRO C.N 47x18mm,46480,,,271.5,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 C. GRIS C. NEGRO 47x18mm,44355,,,283.85,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 NEGRO C. NEGRO 47x18mm,44257,,,283.85,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 C. ROJO C. NEGRO 47x18mm,44371,,,283.85,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 ROSA FUCSIA C.N 47x18mm,44387,,,283.85,"Texto , Printy , 4912 , 4"
29,4912 PRINTY 4.0 VERDE C. NEGRO 47x18mm,44390,,,283.85,"Texto , Printy , 4912 , 4"
29,4913 PRINTY 4.0 AMARILL NEON C.N 58x22mm,68835,,,325.37,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C. AZUL C. NEGRO 58x22mm,44411,,,340.19,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C.BLAN ART C.NEG 58x22mm,44417,,,325.42,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C. GRIS C. NEGRO 58x22mm,44408,,,340.21,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C. NEGRO C.NEGRO 58x22mm,44258,,,340.21,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 ROSA NEON C.NEG 58x22mm,70734,,,325.42,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C. ROJO C. NEGRO 58x22mm,44414,,,340.15,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 ROSA FUCSIA C.N 58x22mm,44420,,,325.37,"Texto , Printy , 4913 , 4"
29,4913 PRINTY 4.0 C.VERDE C.NEGRO 58x22mm,44423,,,340.15,"Texto , Printy , 4913 , 4"
29,4914 PRINTY 4.0 C. AZUL C. NEGRO 64x26mm,52835,,,424.28,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 BLANCO/NEGRO C.N 64x26mm,52845,,,424.3,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 C.BLANCO C.NEGRO 64x26mm,52857,,,424.3,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 C. GRIS C. NEGRO 64x26mm,52830,,,424.28,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 C.NEGRO C.NEGRO 64x26mm,47586,,,424.3,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 C. ROJO C. NEGRO 64x26mm,52840,,,424.3,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 ROSA FUCSIA C.N 64x26mm,52850,,,424.3,"Texto , Printy , 4914 , 4"
29,4914 PRINTY 4.0 C.VERDE C.NEGRO 64x26mm,52853,,,424.3,"Texto , Printy , 4914 , 4"
29,4915 PRINTY 4.0 C. AZUL C. NEGRO 70x25mm,53249,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 C.BLANCO C.NEGRO 70x25mm,53304,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 BLANCO/NEGRO C.N 70x25mm,53222,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 C. GRIS C. NEGRO 70x25mm,53183,,,458.79,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 C.NEGRO C.NEGRO 70x25mm,47587,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 C. ROJO C. NEGRO 70x25mm,53254,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 ROSA FUCSIA C.N 70x25mm,53297,,,458.77,"Texto , Printy , 4915 , 4"
29,4915 PRINTY 4.0 C.VERDE C.NEGRO 70x25mm,53300,,,458.77,"Texto , Printy , 4915 , 4"
29,44045 PRINTY 2.0 C.GRIS C.NEGRO 45X30mm,3595,,,437.84,"Texto , Printy , 44045 , 3"
29,44045 PRINTY 3.0 C.ROJO C.NEGRO 45x30mm,3597,,,437.84,"Texto , Printy , 44045 , 3"
29,46019 PRINTY 3.0 C. AZUL C. NEGRO 19mm,3527,,,230.02,"Texto , Printy , 46019 , 3"
29,46019 PRINTY 3.0 C. GRIS C. NEGRO 19mm,3528,,,230.02,"Texto , Printy , 46019 , 3"
29,46019 PRINTY 3.0 C. ROJO C. NEGRO 19mm,3529,,,230.02,"Texto , Printy , 46019 , 3"
29,46025 PRINTY 3.0 C. AZUL C. NEGRO 25mm,3530,,,319.26,"Texto , Printy , 46025 , 3"
29,46025 PRINTY 3.0 C. GRIS C. NEGRO 25mm,3531,,,319.26,"Texto , Printy , 46025 , 3"
29,46025 PRINTY 3.0 C. NEGRO C. NEGRO 25mm,45160,,,319.26,"Texto , Printy , 46025 , 3"
29,46025 PRINTY 3.0 C. ROJO C. NEGRO 25mm,3532,,,319.26,"Texto , Printy , 46025 , 3"
29,46050 PRINTY 2.0 C. NEGRO C. NEGRO 50mm,44929,,,671.11,"Texto , Printy , 46050 , 2"
29,4910 PRINTY 4.0 C. NEGRO C. NEGRO 26x9mm,53438,,,217.55,"Texto , Printy , 4910 , 4"
29,4910 PRINTY 4.0 BLANCO/NEGRO C.N 26x9mm,53527,,,217.54,"Texto , Printy , 4910 , 4"
29,4911 PRINTY TEXTIL 4.0 ROJO C.N 38x14mm,44768,,,664.89,"Texto , Printy , 4911 , 4"
29,4917 PRINTY 2.0 C.NEGRO C.NEGRO 50x10mm,6318,,,466.55,"Texto , Printy , 4917 , 2"
29,4921 PRINTY 2.0 C.NEGRO C.NEGRO 12x12mm,65712,,,312.77,"Texto , Printy , 4921 , 2"
29,4922 PRINTY 2.0 C.NEGRO C.NEGRO 20x20mm,69666,,,374.26,"Texto , Printy , 4922 , 2"
29,4923 PRINTY 2.0 C.NEGRO C.NEGRO 30x30mm,69846,,,470.38,"Texto , Printy , 4923 , 2"
29,3445 PRINTY LITTLE FELL AZUL C.N 45x30mm,84460,,Little fellow,350.42,"Texto , Printy , 3445"
29,3445 PRINTY LITTLE FELL NEG C.N 45x30mm,84444,,Little fellow,350.42,"Texto , Printy , 3445"
29,3445 PRINTY LITTLE FELL ROJO C.N 45x30mm,84454,,Little fellow,350.42,"Texto , Printy , 3445"
29,3915 PRINTY LITTLE FELL AZUL C.N 70x25mm,92116,,Little fellow,261.48,"Texto , Printy , 3915"
29,3915 PRINTY LITTLE FELL NEG. C.N 70x25mm,92105,,Little fellow,261.48,"Texto , Printy , 3915"
29,3915 PRINTY LITTLE FELL ROJO C.N 70x25mm,92110,,Little fellow,261.48,"Texto , Printy , 3915"
29,3927 PRINTY LITTLE FELL ROJO C.N 60x40m,92122,,Little fellow,432.01,"Texto , Printy , 3927"
29,3638 PRINTY LITTLE FELL AZUL C.N 38mm,84384,,Little fellow,368.86,"Texto , Printy , 3638"
29,3638 PRINTY LITTLE FELL ROJO C.N 38mm,84361,,Little fellow,368.86,"Texto , Printy , 3638"
29,5205 PROF 3.0 NEGRO C.NEGRO 68x24mm,85338,,,1976.17,"Texto , Professional , 5205 , 3"
29,5211 PROF 4.0 NEGRO C. NEGRO 85x55mm,34970,,,3404.49,"Texto , Professional , 5211 , 3"
29, SELLO EN SECO C. CROMADO 25x51mm,68340,,Troquel,1973.4,"Texto , Troquel , 972551"
29,972551 SELLO EN SECO C. NEGRO 25x51mm,70102,,Troquel,1973.4,"Texto , Troquel , 972551"
29,SELLO EN SECO C. CROMADO 41mm,68336,,Troquel,2063.1,"Texto , Troquel , 970041"
29,SELLO EN SECO C. NEGRO 41mm,70100,,Troquel,1973.42,"Texto , Troquel , 970041"
29,970041 SELLO EN SECO C. ROSA  41mm,80454,,Troquel,1973.4,"Texto , Troquel , 970041"
29,970051 SELLO EN SECO C. CROMADO 51mm,68338,,Troquel,2124.56,"Texto , Troquel , 970051"
29,970051 SELLO EN SECO C. NEGRO 51mm,70101,,Troquel,2221.14,"Texto , Troquel , 970051"
29,JDD2 TROQUELADORA ESCRITORIO 50mm,104913,,Troquel,3802.08,"Texto , Troquel , JDD2"
29,7012 TINTA MCI AZUL LUMINOSO(39443) 28ml,73000389,,Tinta,195.23,"Insumo , 7012"
29,6/15 CARTUCHO AZUL 45mm,78534,,Cartucho,219.22,"Insumo , 6/15"
29,6/15 CARTUCHO MCI 45mm,10326,,Cartucho,219.19,"Insumo , 6/15"
29,6/15 CARTUCHO MORADA 45mm,78751,,Cartucho,219.19,"Insumo , 6/15"
29,6/15 CARTUCHO NEGRO 45mm,78533,,Cartucho,219.19,"Insumo , 6/15"
29,6/15 CARTUCHO ROJO 45mm,78535,,Cartucho,219.19,"Insumo , 6/15"
29,6/15 CARTUCHO SIN TINTA 45mm,79155,,Cartucho,219.19,"Insumo , 6/15"
29,6/15 CARTUCHO VERDE 45mm,73000196,,Cartucho,219.19,"Insumo , 6/15"
29,6/15/2 CARTUCHO BIC 45mm,82088,,Cartucho,219.19,"Insumo , 6/15/2"
29,6/15/2 CARTUCHO  BIC 45mm,78752,,Cartucho,385.02,"Insumo , 6/15/2"
29,6/3911 CARTUCHO MORADO 38x14mm,61429,,Cartucho,78.5,"Insumo , 6/3911"
29,6/3913 CARTUCHO  NEGRO 58x22mm,61440,,Cartucho,101.19,"Insumo , 6/3913"
29,6/3915 CARTUCHO  NEGRO 70x25mm,92137,,Cartucho,132.41,"Insumo , 6/3915"
29,6/3927 CARTUCHO  AZUL 60x40mm,92142,,Cartucho,143.73,"Insumo , 6/3927"
29,6/43032 CARTUCHO  AZUL 36x33mm,73000202,,Cartucho,116.86,"Insumo , 6/43032"
29,6/43032 CARTUCHO  NEGRO 32x32mm,73000200,,Cartucho,116.86,"Insumo , 6/43032"
29,6/43032/2 CARTUCHO BIC 32x32mm,39947,,Cartucho,116.86,"Insumo , 6/43032/2"
29,6/44045 CARTUCHO  NEGRO 45x35mm,73000205,,Cartucho,181.72,"Insumo , 6/44045"
29,6/44055 CARTUCHO  NEGRO 55x38mm,73000209,,Cartucho,191.4,"Insumo , 6/44055"
29,6/46019 CARTUCHO AZUL 19mm,10824,,Cartucho,113.88,"Insumo , 6/46019"
29,6/46019 CARTUCHO  NEGRO 19mm,10827,,Cartucho,113.88,"Insumo , 6/46019"
29,6/46019 CARTUCHO  ROJO 19mm,73000216,,Cartucho,113.88,"Insumo , 6/46019"
29,6/46019 CARTUCHO SIN TINTA 19mm,13912,,Cartucho,113.88,"Insumo , 6/46019"
29,6/46025 CARTUCHO  NEGRO 25mm,73000218,,Cartucho,124.12,"Insumo , 6/46025"
29,6/46030 CARTUCHO  AZUL 30mm,73000224,,Cartucho,116.86,"Insumo , 6/46030"
29,6/46030 CARTUCHO  MCI 30mm,10211,,Cartucho,116.86,"Insumo , 6/46030"
29,6/46030 CARTUCHO NEGRO 30mm,73000223,,Cartucho,116.86,"Insumo , 6/46030"
29,6/46030 CARTUCHO SIN TINTA 30mm,1947,,Cartucho,116.86,"Insumo , 6/46030"
29,6/46030 CARTUCHO  VERDE  30mm,73000227,,Cartucho,116.86,"Insumo , 6/46030"
29,6/46040 CARTUCHO  AZUL 40mm,73000228,,Cartucho,157.99,"Insumo , 6/46040"
29,6/46040 CARTUCHO MCI 40mm,10282,,Cartucho,158.01,"Insumo , 6/46040"
29,6/46040 CARTUCHO NEGRO 40mm,90865,,Cartucho,158.01,"Insumo , 6/46040"
29,6/46040 CARTUCHO  ROJO  40mm,73000230,,Cartucho,157.99,"Insumo , 6/46040"
29,6/46040/2 CARTUCHO BIC 40mm,90866,,Cartucho,275.94,"Insumo , 6/46040/2"
29,6/46040/2 CARTUCHO  BIC SIN TINTA 40mm,1970,,Cartucho,157.99,"Insumo , 6/46040/2ST"
29,6/46045 CARTUCHO AZUL 45mm,73000234,,Cartucho,191.4,"Insumo , 6/46045"
29,6/46045 CARTUCHO MCI 45mm,15635,,Cartucho,191.36,"Insumo , 6/46045"
29,6/46045 CARTUCHO NEGRO 45mm,80808,,Cartucho,191.42,"Insumo , 6/46045"
29,6/46045 CARTUCHO ROJO 45mm,73000237,,Cartucho,191.42,"Insumo , 6/46045"
29,6/46045 CARTUCHO  VERDE 45mm,73000238,,Cartucho,191.4,"Insumo , 6/46045"
29,6/46045/2 CARTUCHO BIC 45mm,16136,,Cartucho,337.16,"Insumo , 6/46045/2"
29,6/46050 CARTUCHO AZUL 50mm,73000240,,Cartucho,259.75,"Insumo , 6/46050"
29,6/46050 CARTUCHO NEGRO 50mm,45239,,Cartucho,259.75,"Insumo , 6/46050"
29,6/46050 CARTUCHO ROJO 50mm,73000241,,Cartucho,259.75,"Insumo , 6/46050"
29,6/46050 CARTUCHO SIN TINTA 50mm,45234,,Cartucho,259.75,"Insumo , 6/46050"
29,6/4612 CARTUCHO  FIELTRO  12mm,93263,,Cartucho,68.65,"Insumo , 6/4612"
29,6/4612 CARTUCHO  NEGRO 12mm,91529,,Cartucho,68.65,"Insumo , 6/4612"
29,6/4612 CARTUCHO SIN TINTA 12mm,93262,,Cartucho,68.65,"Insumo , 6/4612"
29,6/4630 CARTUCHO AZUL 30mm,80790,,Cartucho,134.36,"Insumo , 6/4630"
29,6/4630 CARTUCHO MCI 30mm,80797,,Cartucho,134.36,"Insumo , 6/4630"
29,6/4630 CARTUCHO SIN TINTA 30mm,80794,,Cartucho,134.36,"Insumo , 6/4630"
29,6/4630 CARTUCHO VERDE 30mm,73000409,,Cartucho,134.36,"Insumo , 6/4630"
29,6/4638 CARTUCHO AZUL 38mm,77004,,Cartucho,117.83,"Insumo , 6/4638"
29,6/4638 CARTUCHO MCI 38mm,77029,,Cartucho,117.83,"Insumo , 6/4638"
29,6/4638 CARTUCHO NEGRO,77001,,Cartucho,,"Insumo , 6/4638"
29,6/4638 CARTUCHO  SIN TINTA  38mm,77027,,Cartucho,101.76,"Insumo , 6/4638"
29,6/4642 CARTUCHO AZUL 42mm,65833,,Cartucho,134.36,"Insumo , 6/4642"
29,6/4642 CARTUCHO  MCI  42mm,65872,,Cartucho,135.39,"Insumo , 6/4642"
29,6/4642 CARTUCHO NEGRO 42mm,73000413,,Cartucho,134.36,"Insumo , 6/4642"
29,6/4642 CARTUCHO  ROJO  42mm,65834,,Cartucho,134.36,"Insumo , 6/4642"
29,6/4642 CARTUCHO  SIN TINTA  42mm,65356,,Cartucho,113.25,"Insumo , 6/4642"
29,6/4642 CARTUCHO  VERDE  42mm,65866,,Cartucho,134.36,"Insumo , 6/4642"
29,6/4645 CARTUCHO AZUL 45mm,171381,,Cartucho,191.42,"Insumo , 6/4645"
29,6/4645 CARTUCHO  NEGRO 45mm,171380,,Cartucho,191.42,"Insumo , 6/4645"
29,6/4645 CARTUCHO MCI 45mm,171378,,Cartucho,191.42,"Insumo , 6/4645"
29,6/4645 CARTUCHO SIN TINTA 45mm,171379,,Cartucho,191.42,"Insumo , 6/4645"
29,6/4750 CARTUCHO  AZUL 41x24mm,73000244,,Cartucho,112.37,"Insumo , 6/4750"
29,6/4750 CARTUCHO BIC 41x24mm,73000243,,Cartucho,112.39,"Insumo , 6/4750"
29,6/4750 CARTUCHO NEGRO 41x24mm,59965,,Cartucho,112.37,"Insumo , 6/4750"
29,6/4750 CARTUCHO  ROJO  41x24mm,73000245,,Cartucho,112.37,"Insumo , 6/4750"
29,6/4750 CARTUCHO SIN TINTA 41x24mm,59964,,Cartucho,112.37,"Insumo , 6/4750"
29,6/4750 CARTUCHO AZUL/ROJO 41x24mm,62022,,Cartucho,192.51,"Insumo , 6/4750/2ST"
29,6/4750/2 CARTUCHO BIC SIN TINTA 41x24mm,62023,,Cartucho,192.51,"Insumo , 6/4750/2ST"
29,6/4817 CARTUCHO  AZUL 57x18mm,73000248,,Cartucho,135.76,"Insumo , 6/4817"
29,6/4817 CARTUCHO NEGRO 57x18mm,73000247,,Cartucho,135.76,"Insumo , 6/4817"
29,6/4817 CARTUCHO  ROJO 57x18mm,73000250,,Cartucho,135.76,"Insumo , 6/4817"
29,6/4817 CARTUCHO SIN TINTA 57x18mm,80687,,Cartucho,135.76,"Insumo , 6/4817"
29,6/4850/2 CARTUCHO BIC SIN TINTA 25x5mm,77784,,Cartucho,148.01,"Insumo , 6/4850/2ST"
29,6/4908 CARTUCHO  ROJO  15x7mm,73000258,,Cartucho,89.56,"Insumo , 6/4908"
29,6/4908 CARTUCHO  VERDE  15x7mm,73000130,,Cartucho,89.56,"Insumo , 6/4908"
29,6/4910 CARTUCHO AZUL 26x9mm,69322,,Cartucho,92.35,"Insumo , 6/4910"
29,6/4910 CARTUCHO NEGRO 26x9mm,69224,,Cartucho,92.35,"Insumo , 6/4910"
29,6/4910 CARTUCHO SIN TINTA 26x9mm,69438,,Cartucho,92.35,"Insumo , 6/4910"
29,6/4910 CARTUCHO VERDE 26x9mm,69323,,Cartucho,92.35,"Insumo , 6/4910"
29,6/4911 CARTUCHO  AZUL 38x14mm,55815,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO NEGRO (TEXTIL) 38x14mm,85749,,Cartucho,177.37,"Insumo , 6/4911"
29,6/4911 CARTUCHO ROJO 38x14mm,55817,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO VERDE 38x14mm,55816,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO FIELTRO 38x14mm,65758,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO MCI 38x14mm,33974,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO NEGRO 38x14mm,73000265,,Cartucho,92.35,"Insumo , 6/4911"
29,6/4911 CARTUCHO SIN TINTA 38x14mm,55820,,Cartucho,92.35,"Insumo , 4911"
29,6/4912 CARTUCHO AZUL 47x18mm,55842,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4912 CARTUCHO NEGRO 47x18mm,55845,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4912 CARTUCHO MCI 47x18mm,4818,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4912 CARTUCHO  MORADO 47x18mm,55846,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4912 CARTUCHO SIN TINTA 47x18mm,55847,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4912 CARTUCHO  VERDE  47x18mm,55843,,Cartucho,104.6,"Insumo , 6/4912"
29,6/4913 CARTUCHO AZUL 58x22mm,58396,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO ROJO 58x22mm,58397,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO  FIELTRO  58x22mm,65760,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO  MORADO 58x22mm,58400,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO MCI 58x22mm,4819,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO NEGRO 58x22mm,58399,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO SIN TINTA 58x22mm,58401,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4913 CARTUCHO VERDE 58x22mm,58398,,Cartucho,119.06,"Insumo , 6/4913"
29,6/4914 CARTUCHO MCI 64x26mm,52628,,Cartucho,148.79,"Insumo , 6/4914"
29,6/4914 CARTUCHO NEGRO 64x26mm,73000278,,Cartucho,148.79,"Insumo , 6/4914"
29,6/4914 CARTUCHO  ROJO  64x26mm,73000280,,Cartucho,148.79,"Insumo , 6/4914"
29,6/4914 CARTUCHO SIN TINTA 64x26mm,47263,,Cartucho,148.79,"Insumo , 6/4914"
29,6/4914 CARTUCHO  VERDE  64x26mm,73000281,,Cartucho,148.79,"Insumo , 6/4914"
29,6/4915 CARTUCHO MCI 70x25mm,4028,,Cartucho,155.79,"Insumo , 6/4915"
29,6/4915 CARTUCHO NEGRO 70x25mm,69594,,Cartucho,155.79,"Insumo , 6/4915"
29,6/4915 CARTUCHO ROJO 70x25mm,73000284,,Cartucho,155.79,"Insumo , 6/4915"
29,6/4915 CARTUCHO SIN TINTA 70x25mm,69736,,Cartucho,155.79,"Insumo , 6/4915"
29,6/4915 CARTUCHO  VERDE  70x25mm,73000285,,Cartucho,155.79,"Insumo , 6/4915"
29,6/4916 CARTUCHO AZUL 70x10mm,73000287,,Cartucho,135.76,"Insumo , 6/4916"
29,6/4916 CARTUCHO NEGRO 70x10mm,73000286,,Cartucho,135.76,"Insumo , 6/4916"
29,6/4916 CARTUCHO  ROJO 70x10mm,73000289,,Cartucho,135.76,"Insumo , 6/4916"
29,6/4916 CARTUCHO SIN TINTA 70x10mm,72942,,Cartucho,135.76,"Insumo , 6/4916"
29,6/4918 CARTUCHO  AZUL 75x15mm,73000292,,Cartucho,154.83,"Insumo , 6/4918"
29,6/4918 CARTUCHO  MCI 75x15mm,20225,,Cartucho,154.83,"Insumo , 6/4918"
29,6/4918 CARTUCHO NEGRO 75x15mm,73000291,,Cartucho,154.83,"Insumo , 6/4918"
29,6/4921 CARTUCHO  AZUL 12x12mm,73000297,,Cartucho,92.35,"Insumo , 6/4921"
29,6/4921 CARTUCHO NEGRO 12x12mm,73000296,,Cartucho,92.35,"Insumo , 6/4921"
29,6/4921 CARTUCHO  ROJO 12x12mm,73000298,,Cartucho,92.35,"Insumo , 6/4921"
29,6/4921 CARTUCHO SIN TINTA 12x12mm,65937,,Cartucho,92.35,"Insumo , 6/4921"
29,6/4921 CARTUCHO  VERDE  12x12mm,73000131,,Cartucho,92.35,"Insumo , 6/4921"
29,6/4922 CARTUCHO AZUL 20x20mm,69853,,Cartucho,104.6,"Insumo , 6/4922"
29,6/4922 CARTUCHO FIELTRO 20x20mm,73000301,,Cartucho,104.6,"Insumo , 6/4922"
29,6/4922 CARTUCHO SIN TINTA 20x20mm,69858,,Cartucho,104.6,"Insumo , 6/4922"
29,6/4922 CARTUCHO VERDE 20x20mm,69852,,Cartucho,104.6,"Insumo , 6/4922"
29,6/4923 CARTUCHO NEGRO 30x30mm,69926,,Cartucho,119.06,"Insumo , 6/4923"
29,6/4923 CARTUCHO  ROJO 30x30mm,73000307,,Cartucho,119.06,"Insumo , 6/4923"
29,6/4923 CARTUCHO SIN TINTA 30x30mm,69931,,Cartucho,119.06,"Insumo , 6/4923"
29,6/4923 CARTUCHO  VERDE 30x30mm,73000308,,Cartucho,119.06,"Insumo , 6/4923"
